🇨🇳央卫港台,#genre#
大爱电视4,http://50.7.234.10:8278/daai_twn/playlist.m3u8?tid=MF5F4357730143577301&ct=19225&tsum=10c092424b1c12259444b68ad663c9eb
大爱电视5,http://50.7.234.10:8278/daai_twn/playlist.m3u8?tid=m22178fccc70212656308&ct=17874&tsum=68bbc63cc5cb649ef5df75b1f0296336
大爱电视6,https://tv.iill.top/4gtv/209
中天新闻1,https://gdfire2.67890123.cn:8088/live/ztxw01.m3u8
中天新闻2,https://live.iill.top/youtube/vr3XyVCR4T0
中天新闻3,http://qwt.zhibotv.top:2016/全网通.php?id=中天新闻
中天新闻4,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH28/28
中天新闻5,https://vx65267199.18cn.dpdns.org/5.m3u8
中天新闻6,http://ali.hlspull.yximgs.com/live/167_ztxw.flv
中天新闻7,https://s1.m16tv.cfd/zhongtian/CH-0/AKTV.m3u8
中天新闻8,https://s1.tvm4a1.cfd/zhongtian/CH-0/AKTV.m3u8
中天新闻9,http://122.117.71.103:8661/中天新闻.m3u8
中天新闻,video://http://99754106633f94d350db34d548d6091a.everydaytv.top/play-2-20-0.html
中天新闻10,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH28/28
中天新闻11,https://hls-gateway.vpstv.net/streams/477695.m3u8
中天新闻l2,http://211.23.114.106:8541/http/60.251.39.91:8081/hls/78/80/ch63max.m3u8
中天新闻l4,http://211.23.114.106:8541/http/60.251.39.91:8081/hls/78/80/ch63max.m3u8
中天新闻l5,https://stream1.freetv.fun/zhong-tian-xin-wen-6.ctv
中天新闻l6,http://222.128.55.152:9080/live/fc.m3u8
中天新闻l7,http://ali.hlspull.yximgs.com/live/qwt_zhongtianxinwen.flv
中天新闻l8,https://gdfire2.67890123.cn:8088/live/ztxw.m3u8
中天新闻l9,https://gdfire2.67890123.cn:8088/live/ztxw2.m3u8
中天新闻20,https://zt.dracwoundshop.eu.org/live/stream.m3u8
中天新闻2l,http://jnzq.ohoyee.com:9080/live/fc.m3u8
中天新闻22,http://ali.hlspull.yximgs.com/live/tboxpropqqtvvqqqyquuqqfvbscvqdqtwqfsqqsqqqcvuyqemqeqtxw.flv
中天新闻23,http://aktv-stream.m16tv.cfd/stream/aktv/null-6/AKTV.m3u8
中天新闻24,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
中天新闻25,http://50.7.234.10:8278/ctinews/playlist.m3u8?tid=MC3C3915550439155504&ct=19193&tsum=a8168b7967dda9bfebdd5b1403dc19b0
中天新闻26,http://198.16.100.90:8278/ctinews/playlist.m3u8?tid=MC3C3915550439155504&ct=19193&tsum=a8168b7967dda9bfebdd5b1403dc19b0
中天新闻27,https://aktv.top/AKTV/live/aktv/null8/AKTV.m3u8
中天新闻28,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
中天新闻29,http://aktv_stream1.m16tv.cfd/stream/aktv/null-6/AKTV.m3u8
中天新闻30,https://tv.iill.top/litv/4gtv-4gtv009
中天新闻3l,http://cdn.iptv8k.top/dl/jspd.php?id=1
中天新闻32,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6963&tk=e503191f8e20
中天新闻33,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4672&tk=e640d0a1bf70
东森超视,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_dscs.flv
中天综合,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_ztzh.flv
中天娱乐,http://push-rtmp-hs-spe-f5.douyincdn.com/live/167ztyl.flv
中天娱乐,http://api.mytv666.top/api/qwt.php?t=台湾频道&id=中天娱乐
中天娱乐l,https://gdfire2.67890123.cn:8088/live/ztxw201.m3u8
中天娱乐2,http://ali.hlspull.yximgs.com/live/167ztyl.flv
中天娱乐3,http://61.221.215.25:8800/hls/47/index.m3u8
中天娱乐4,http://122.117.71.103:8649/中天娱乐.m3u8
中天娱乐5,video://http://99754106633f94d350db34d548d6091a.everydaytv.top/play-3-170-0.html
中天娱乐6,http://api.mytv666.top/api/fh6.php?t=台湾频道&id=中天娱乐
中天娱乐7,http://50.7.234.10:8278/ctient/playlist.m3u8?tid=MDED1780059017800590&ct=19226&tsum=4d05ea700aa8fd436b51ce703680e674
中天娱乐8,http://50.7.234.10:8278/ctient/playlist.m3u8?tid=m6780c60bd34a13540795&ct=17874&tsum=06089e289a460b0685447b7656d550e3
中天娱乐9,https://histar.zapi.us.kg/?id=cti-yule
中天娱乐10,http://50.7.234.10:8278/ctient/playlist.m3u8?tid=MA8A3069789530697895&ct=19193&tsum=20c49fe9e15ad366c6e32b141f03bf8a
中天娱乐ll,http://50.7.234.10:8278/ctient/playlist.m3u8?tid=MC9C7081133170811331&ct=19249&tsum=8b08b54208f3ee30e12f419d587f46ac
中天娱乐l2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1972&tk=e640d0a1bf70
中天综合,http://api.mytv666.top/api/qwt.php?t=台湾频道&id=中天综合
中天综合1,http://ali.hlspull.yximgs.com/live/awei_ztzh.flv
中天综合2,http://122.117.71.103:8648/中天综合.m3u8
中天综合3,video://http://99754106633f94d350db34d548d6091a.everydaytv.top/play-3-132-0.html
中天综合4,http://api.mytv666.top/api/fh6.php?t=台湾频道&id=中天综合
中天综合5,http://198.16.100.186:8278/ctizhonghe/playlist.m3u8?tid=MB6B3888954738889547&ct=19254&tsum=d0cb922e44e8a16bea598530697c581e
中天综合6,http://50.7.234.10:8278/ctizhonghe/playlist.m3u8?tid=m85005aeec85b14021104&ct=17874&tsum=69f19f4b12ab79d2ee683b28cdb1c8ca
中天综合7,http://50.7.234.10:8278/ctizhonghe/playlist.m3u8?tid=MB6B3888954738889547&ct=19254&tsum=d0cb922e44e8a16bea598530697c581e
中天综合8,http://50.7.234.10:8278/ctizhonghe/playlist.m3u8?tid=MBBB1520797915207979&ct=19193&tsum=3a6f7f0c591c2ec6678d51b741f290b2
中天亚洲,https://stream1.freetv.fun/zhong-tian-ya-zhou-6.m3u8
中天亚洲1,https://vx65267199.18cn.dpdns.org/42.m3u8
中天亚洲2,http://ali.hlspull.yximgs.com/live/awei_ztyz.flv
中天亚洲3,https://s1.tvm4a1.cfd/astro/CH-1/AKTV.m3u8
中天亚洲4,https://smart.pendy.dpdns.org/Smart.php?id=ctiasia_twn
中天亚洲5,video://http://99754106633f94d350db34d548d6091a.everydaytv.top/play-3-129-0.html
中天亚洲6,https://hls-gateway.vpstv.net/streams/476241.m3u8
中天亚洲7,http://50.7.234.10:8278/ctiasia_twn/playlist.m3u8?tid=MBDB2043146120431461&ct=19234&tsum=ba6deb1dd785ef48ec39eda87a905fb6
中天亚洲8,http://198.16.100.186:8278/ctiasia_twn/playlist.m3u8?tid=MBAB5565131955651319&ct=19249&tsum=6c292a6f51658779ced6a108f779ed35
中天亚洲9,http://50.7.234.10:8278/ctiasia_twn/playlist.m3u8?tid=MC3C8838319088383190&ct=19226&tsum=6eaf7a477dd08b06a5dc54b4c05e52e1
中天亚洲10,http://50.7.234.10:8278/ctiasia_twn/playlist.m3u8?tid=mfc2c5bc6c101&ct=18335&tsum=d074a602fcd98718afeb8fc9a18fa964
中天亚洲ll,http://50.7.234.10:8278/ctiasia_twn/playlist.m3u8?tid=MFFF9983745599837455&ct=19193&tsum=ee61e179a8c619a076c515514d68e24e
中天亚洲l2,http://extraott.com:80/live/7921751389/6097373662/5555.m3u8
中天亚洲l3,http://aktv.top/AKTV/live/aktv/null-12/AKTV.m3u8
中天亚洲l4,http://50.7.234.10:8278/ctiasia_twn/playlist.m3u8?tid=MBAB5565131955651319&ct=19249&tsum=6c292a6f51658779ced6a108f779ed35
中天亚洲l5,https://aktv.top/AKTV/live/aktv/null12/AKTV.m3u8
中天亚洲l7,https://tv.iill.top/litv/4gtv-4gtv109
中天亚洲l8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8643&tk=e503191f8e20
中天亚洲l9,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571212&extension=ts&play_token=yaoffzUbUJ
中天亚洲20,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3884&tk=e640d0a1bf70
中视新闻1,https://live.iill.top/youtube/@twctvnews
中视新闻2,https://live.iill.top/youtube/TCnaIE_SAtM
中视新闻3,http://api.mytv666.top/api/qwt.php?t=台湾频道&id=中视新闻
中视新闻4,https://www.youtube.com/watch?v=TCnaIE_SAtM
中视新闻,http://198.16.100.186:8278/zhongshinews_twn/playlist.m3u8?tid=MD0D3377711133777111&ct=19249&tsum=ffaee3fe7040c96643b3c7f12bf2de8d
中视新闻5,https://vx65267199.18cn.dpdns.org/27.m3u8
中视新闻6,https://smart.pendy.dpdns.org/Smart.php?id=zhongshinews_twn
中视新闻7,http://api.mytv666.top/api/fh6.php?t=台湾频道&id=中视新闻
中视新闻8,https://stream1.freetv.fun/zhong-shi-xin-wen-5.ctv
中视新闻9,http://198.16.100.186:8278/ca73a13c37/playlist.m3u8?tid=mee3f06f682eb&ct=18335&tsum=7491cceca17c1e2af05824583855f8bd
中视新闻10,http://198.16.100.186:8278/zhongshinews_twn/playlist.m3u8?tid=MAAA4459856044598560&ct=19193&tsum=1b7bdea69c00cd48e31f13442c75c376
中视新闻ll,http://50.7.234.10:8278/ca73a13c37/playlist.m3u8?tid=mee3f06f682eb&ct=18335&tsum=7491cceca17c1e2af05824583855f8bd
中视新闻l2,http://aktv-stream.m16tv.cfd/stream/taiwan/null-13/AKTV.m3u8
中视新闻l3,http://50.7.234.10:8278/zhongshinews_twn/playlist.m3u8?tid=MAAA4459856044598560&ct=19193&tsum=1b7bdea69c00cd48e31f13442c75c376
中视新闻l4,http://50.7.234.10:8278/zhongshinews_twn/playlist.m3u8?tid=MD0D3377711133777111&ct=19249&tsum=ffaee3fe7040c96643b3c7f12bf2de8d
中视新闻l5,http://50.7.234.10:8278/zhongshinews_twn/playlist.m3u8?tid=MD8D4836803548368035&ct=19226&tsum=a2f06c15a5e9c4dc67565c2b8598c8da
中视新闻16,http://50.7.234.10:8278/zhongshinews_twn/playlist.m3u8?tid=MECE2153391221533912&ct=19234&tsum=fe5df13ec0ca4298acf881a53128f2cd
中视新闻l7,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-13/AKTV.m3u8
中视新闻l8,https://tv.iill.top/litv/4gtv-4gtv074
中视新闻l9,https://stream1.freetv.fun/zhong-shi-xin-wen-3.m3u8
中视新闻20,https://stream1.freetv.fun/zhong-shi-xin-wen-4.m3u8
中视新闻,https://stream1.freetv.fun/zhong-shi-xin-wen-6.m3u8
中视菁采l,https://stream1.freetv.fun/zhong-shi-jing-cai-4.ctv
中视菁采2,https://stream1.freetv.fun/zhong-shi-jing-cai-5.ctv
中视菁采3,https://tv.iill.top/litv/4gtv-4gtv064
中视经典l,https://live.iill.top/youtube/ADDSmXoPDY8
中视经典2,https://live.iill.top/youtube/@ctvent_classic
中视经典3,http://api.mytv666.top/api/qwt.php?t=台湾频道&id=中视经典
中视经典4,video://http://99754106633f94d350db34d548d6091a.everydaytv.top/play-3-166-0.html
中视经典5,http://api.mytv666.top/api/fh6.php?t=台湾频道&id=中视经典
中视经典6,https://stream1.freetv.fun/zhong-shi-jing-dian-3.ctv
中视经典7,https://stream1.freetv.fun/zhong-shi-jing-dian-1.ctv
中视经典8,http://50.7.234.10:8278/zhongshi_twn/playlist.m3u8?tid=MECE1189477111894771&ct=19234&tsum=582d215df269921b0c0ce288b5fac94a
中视经典9,http://50.7.234.10:8278/zhongshi_twn/playlist.m3u8?tid=14379667&ct=17988&tsum=de63d02f44741580b5070077d1949841
中视经典10,http://50.7.234.10:8278/zhongshi_twn/playlist.m3u8?tid=mffe9aaf8765f&ct=18335&tsum=bcdd7a2ce4a5498b1449cb26a01150c0
中视经典ll,https://tv.iill.top/litv/4gtv-4gtv080
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
番薯台1,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
番薯台2,http://61.216.67.119:1935/TWHG/E1/chunklistw70581102.m3u8
非凡新闻,https://live.iill.top/youtube/@ustv
非凡新闻1,http://api.mytv666.top/api/qwt.php?t=台湾频道&id=非凡新闻
非凡新闻2,rtmp://f13h.mine.nu/sat/tv581
非凡新闻3,https://vx65267199.18cn.dpdns.org/25.m3u8
民视l,rtmp://f13h.mine.nu/sat/tv051$雷蒙影视•IPV4『线路1』
民视2,http://211.23.114.106:8504/http/61.221.81.94:8088/hls/73/815/ch49.m3u8
民视3,https://s1.tvm4a1.cfd/taiwan/CH-1/AKTV.m3u8
民视4,video://http://99754106633f94d350db34d548d6091a.everydaytv.top/play-3-117-0.html
民视5,http://50.7.61.147:30080/Entry/ftv
民视6,mitv://ns2.hellotvvod.com:9906/44cf4d1e73cc4c34843382f2bf89d49f
民视7,http://37.27.111.214:8080/live/6/hls.m3u8
民视8,http://50.7.234.10:8278/ftvhd_taiwan/playlist.m3u8?ct=18335&tid=m15b424641a89&tsum=ba82cdbfb8253c45a13df5354e6d0dbc
民视9,http://50.7.234.10:8278/ftvhd_taiwan/playlist.m3u8?tid=15141291&ct=17990&tsum=ab93fcdf581cc3f483e1ceede13312ce
民视10,http://50.7.234.10:8278/ftvhd_taiwan/playlist.m3u8?tid=MC8C5908644059086440&ct=19249&tsum=c96d2cd48b11d40ca9e97fb3addb1384
民视ll,http://50.7.234.10:8278/ftvhd_taiwan/playlist.m3u8?tid=MF8F2804739628047396&ct=19193&tsum=73a49379fed74f8fc39359fcf589a9d8
民视l2,http://50.7.234.10:8278/ftvhd_taiwan/playlist.m3u8?tid=m15b424641a89&ct=18335&tsum=ba82cdbfb8253c45a13df5354e6d0dbc
民视l3,rtmp://f13h.mine.nu:1935/sat/tv051
民视l4,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-2/AKTV.m3u8
民视l5,https://tv.iill.top/litv/4gtv-4gtv002
民视l6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6207&tk=e640d0a1bf70
民视l7,https://stream1.freetv.fun/min-shi-1.m3u8
民视影剧l,http://api.mytv666.top/api/qwt.php?t=台湾频道&id=民视影剧台
民视影剧2,https://vx65267199.18cn.dpdns.org/38.m3u8
民视影剧3,http://api.mytv666.top/api/fh6.php?t=台湾频道&id=民视影剧台
民视影剧4,https://tv.iill.top/litv/litv-ftv09
民视新闻l,https://live.iill.top/youtube/@FTV_News
民视新闻2,https://live.iill.top/youtube/ylYJSBUgaMA
民视新闻3,https://stream1.freetv.fun/min-shi--xin-wen-1.m3u8
民视新闻4,https://stream1.freetv.fun/min-shi-xin-wen-12.m3u8
民视新闻5,https://stream1.freetv.fun/min-shi-xin-wen-13.m3u8
民视新闻6,https://stream1.freetv.fun/min-shi-xin-wen-18.m3u8
民视新闻7,https://stream1.freetv.fun/min-shi-xin-wen-7.m3u8
民视新闻8,http://api.mytv666.top/api/qwt.php?t=台湾频道&id=民视新闻台
民视新闻9,https://www.youtube.com/watch?v=ylYJSBUgaMA
民视新闻10,http://live4play.uk/livehttpplay?channel_id=20097
民视新闻ll,http://122.117.71.103:8682/民视新闻.m3u8
民视新闻l2,http://api.mytv666.top/api/fh6.php?t=台湾频道&id=民视新闻台
民视新闻l3,https://stream1.freetv.fun/min-shi-xin-wen-2.ctv
民视新闻l4,https://stream1.freetv.fun/min-shi-xin-wen-14.m3u8
民视新闻l5,https://stream1.freetv.fun/min-shi-xin-wen-11.m3u8
民视新闻l6,https://stream1.freetv.fun/min-shi-xin-wen-2.m3u8
民视新闻l7,https://stream1.freetv.fun/min-shi-xin-wen-5.m3u8
民视新闻l8,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民视新闻l9,http://50.7.234.10:8278/ftvnew_taiwan/playlist.m3u8?tid=ME4E4172771041727710&ct=19226&tsum=7b91c7af6212419479b392ff575e0689
民视新闻20,http://50.7.234.10:8278/ftvnew_taiwan/playlist.m3u8?tid=MF1F9892989898929898&ct=19234&tsum=454a768519608690638d11c0258cdcbe
民视新闻2l,http://50.7.234.10:8278/ftvnew_taiwan/playlist.m3u8?tid=md953ce86cdad16241449&ct=17874&tsum=949d4aace793a001dd41392b210ba406
民视新闻22,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民视新闻23,https://stream1.freetv.fun/min-shi-xin-wen-1.ctv
民视新闻24,https://stream1.freetv.fun/min-shi-xin-wen-19.m3u8
民视新闻25,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-12/AKTV.m3u8
民视新闻26,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
民视新闻27,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻28,http://38.64.72.148:80/hls/modn/list/4012/playlist.m3u8
民视新闻29,https://tv.iill.top/litv/litv-ftv13
民视新闻30,https://stream1.freetv.fun/min-shi-xin-wen-15.m3u8
民视新闻3l,https://stream1.freetv.fun/min-shi-xin-wen-6.m3u8
民视新闻32,https://stream1.freetv.fun/min-shi-xin-wen-8.m3u8
民视新闻33,https://stream1.freetv.fun/min-shi-xin-wen-12.ctv
民视新闻34,https://stream1.freetv.fun/min-shi-xin-wen-1.m3u8
民视新闻35,https://stream1.freetv.fun/min-shi-xin-wen-17.ctv
澳视澳门,http://grandprix2023.asuscomm.com:8891/bysid/91.m3u8
澳视葡语,http://grandprix2023.asuscomm.com:8891/bysid/92.m3u8
澳门资讯,http://grandprix2023.asuscomm.com:8891/bysid/94.m3u8
澳门mac,http://grandprix2023.asuscomm.com:8891/bysid/96.m3u8
凤凰中文,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰中文台
凤凰资讯,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰资讯台
凤凰香港,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰香港台
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰中文,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8
翡翠台,http://qwt.zhibotv.top:2016/全网通.php?id=翡翠台
无线新闻台,http://qwt.zhibotv.top:2016/全网通.php?id=无线新闻台
中天新闻,http://qwt.zhibotv.top:2016/全网通.php?id=中天新闻
中天新闻,http://60.249.93.7:8534/http/220.130.87.218:8081/hls/69/811/ch33.m3u8
寰宇新闻,http://qwt.zhibotv.top:2016/全网通.php?id=寰宇新闻
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
星空国际,http://iot-mqqt.111yao.cn:8080/live/diyp_starmovies.m3u8
凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
中天新闻,http://ali.hlspull.yximgs.com/live/qwt_zhongtianxinwen.flv
美亞電影台,http://jxiptv.dpdns.org/stream/tvb/null-8/master.m3u8
八大第一台,http://api.mytv666.top/api/qwt.php?t=台湾频道&id=八大第一台
八大戏剧台,http://api.mytv666.top/api/qwt.php?t=台湾频道&id=八大戏剧台
八大综合台,http://api.mytv666.top/api/qwt.php?t=台湾频道&id=八大综合台
八大精彩台,http://api.mytv666.top/api/qwt.php?t=台湾频道&id=八大精彩台
八大娱乐台,http://api.mytv666.top/api/qwt.php?t=台湾频道&id=八大娱乐台
李连杰,https://aldirect.flv.huya.com/src/1394565196-1394565196-5989611908959830016-2789253848-10057-A-0-1.flv
李连杰1,http://cfss.cc/cdn/hy/11342390.m3u8
李连杰2,http://tv.666150.xyz/huya.php?id=11342390
李连杰3,http://cfss.cc/cdn/hy/11342390.m3u8
李连杰4,http://live.iill.top/huya.php?id=11342390
李连杰5,https://live.iill.top/huya/11342390
李连杰6,http://124.248.69.76:26781/huya/11342390
洪金宝,http://124.248.69.76:26781/huya/11279251
洪金宝1,http://124.248.69.76:26781/huya/11279251
洪金宝2,https://stream1.freetv.fun/hong-jin-bao-4.ctv
洪金宝3,https://stream1.freetv.fun/hong-jin-bao-5.ctv
洪金宝4,https://stream1.freetv.fun/hong-jin-bao-2.ctv
林正英2,http://43.138.170.29:35455/yy/1453996620
林正英3,http://43.138.170.29:35455/yy/1354932444
林正英4,http://43.138.170.29:35455/yy/1353685311
林正英5,http://43.138.170.29:35455/yy/34229877
🇨🇳┃央卫港台3,#genre#
凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
凤凰电影1,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
凤凰电影2,http://live.scuec.edu.cn:8080/hls/fhdy.m3u8
凤凰电影3,http://103.140.229.13/BOBO/bibi.php?id=23285297
凤凰电影4,http://218.202.220.2:5000/nn_live.ts?id=NEWSASIA
凤凰电影5,http://live.scuec.edu.cn:8080/hls/fhdy.m3u8
凤凰卫视电影6,http://iptv.tvfix.org/hls/fhdy.m3u8
凤凰中文,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_fhzw.flv
凤凰中文1,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰中文2,https://s2.m16tv.cfd/aktv/CH-3/AKTV.m3u8
凤凰中文3,http://s1.an94tv.cfd/aktv/CH-3/AKTV.m3u8
凤凰中文4,http://zqh2333.top:2222/rtp/239.93.24.9:2192
凤凰中文5,https://s2.m16tv.cfd/aktv/CH-4/AKTV.m3u8
凤凰中文6,http://kds.shanxixr.com/fh.php?id=fhzw
凤凰中文7,https://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰中文8,http://60.179.80.157:8888/udp/233.50.200.191:5140
凤凰中文9,http://220.169.100.41:10087/udp/239.76.253.134:9000
凤凰資訊,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_fhzx.flv
凤凰資訊1,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰資訊2,http://183.207.249.35/PLTV/3/224/3221226923/index.m3u8
凤凰資訊3,http://j.s.bkpcp.top/js/fhzx
凤凰资讯4,http://kds.shanxixr.com/fh.php?id=fhzx
凤凰香港,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_fhxg.flv
凤凰香港1,https://live.catvod.com/smart.php?id=hkphoenix_twn
凤凰香港2,http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8
凤凰香港3,http://kds.shanxixr.com/fh.php?id=fhhk
凤凰香港4,https://live.tvfix.org/live/fwxg/index.m3u8
凤凰资讯5,http://r.jdshipin.com/0Rp07

香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视1,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视2,https://al-pull2.hkatv.vip/live/hktv20210929.m3u8
中天新闻频道,http://122.117.71.103:8661/中天新闻.m3u8
东森新闻频道,http://122.117.71.103:8660/东森新闻.m3u8
tvbs新闻频道,http://122.117.71.103:8662/tvbs新闻.m3u8
三立新闻频道,http://122.117.71.103:8683/三立新闻.m3u8
年代新闻频道,http://122.117.71.103:8659/年代新闻.m3u8
非凡新闻频道,http://122.117.71.103:8664/非凡新闻.m3u8
闽镜新闻频道,http://122.117.71.103:8697/闽镜新闻.m3u8
民视新闻频道,http://122.117.71.103:8682/民视新闻.m3u8
公视闽南频道,http://122.117.71.103:8624/公视闽南.m3u8
民视闽南频道,http://122.117.71.103:8623/民视闽南.m3u8
中视闽南频道,http://122.117.71.103:8630/中视闽南.m3u8
华视闽南频道,http://122.117.71.103:8622/华视闽南.m3u8
tvbs闽南频道,http://122.117.71.103:8663/tvbs闽南.m3u8
tvbs欢乐频道,http://122.117.71.103:8654/tvbs欢乐.m3u8
三立闽南频道,http://122.117.71.103:8643/三立闽南.m3u8
三立都会频道,http://122.117.71.103:8644/三立都会.m3u8
中天综合频道,http://122.117.71.103:8648/中天综合.m3u8
中天娱乐频道,http://122.117.71.103:8649/中天娱乐.m3u8
东森综合频道,http://122.117.71.103:8646/东森综合.m3u8
东森超视频道,http://122.117.71.103:8647/东森超视.m3u8
东森财经频道,http://122.117.71.103:8684/东森财经.m3u8
东森幼幼频道,http://122.117.71.103:8636/东森幼幼.m3u8
东森戏剧频道,http://122.117.71.103:8652/东森戏剧.m3u8
龙华戏剧频道,http://122.117.71.103:8656/龙华戏剧.m3u8
龙华卡通频道,http://122.117.71.103:8637/龙华卡通.m3u8
龙华日韩频道,http://122.117.71.103:8657/龙华日韩.m3u8
龙华偶像频道,http://122.117.71.103:8680/龙华偶像.m3u8
纬来电影频道,http://122.117.71.103:8666/纬来电影.m3u8
纬来综合频道,http://122.117.71.103:8638/纬来综合.m3u8
